,saliency,display_index,word_length,sentence_length,relative_word_frequency,lemma_polarity,normalized_saliency_rank,word_position,human_importance_rating,capitalization,dependency_relation,sentence_id,worker_id,completion_time_ms
21,0.07006849723744879,21,1,9,0.03635141206114357,0.041280000000000004,0.8888888888888888,5,1,other,det,reviews-295935-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3876
22,0.3909912652716279,22,1,3,0.09994524792307666,0.0,1.0,3,4,other,punct,reviews-392826-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,7125
23,0.9240114132880888,23,3,8,0.04855627529615195,0.0,0.125,6,7,other,cc,reviews-229100-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3471
24,0.7072031090048723,24,8,6,0.0,-0.72064,0.5,5,6,all_upper,root,reviews-346563-0006,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2602
25,0.02319273415717471,25,1,6,0.09994524792307666,0.0,1.0,6,1,other,punct,reviews-363428-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5462
26,0.5652620453888189,26,4,10,0.00043067219331655775,0.1187,0.7,2,4,other,aux,reviews-025894-0005,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6222
27,0.12439068386125784,27,1,4,0.09994524792307666,0.0,0.75,4,2,other,punct,reviews-152281-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4182
28,0.9876742376663864,28,10,4,0.0,0.0,0.25,3,7,all_upper,root,reviews-346563-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3339
29,0.017893886727319286,29,4,8,0.005944552243937132,0.0,1.0,3,1,other,det,reviews-374344-0006,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6929
30,0.07317609258355695,30,2,5,0.0,0.17826,0.8,1,2,all_upper,amod,reviews-005760-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4126
31,0.11370224779657635,31,7,1,0.0,0.0,1.0,1,3,first_upper,root,reviews-206303-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3013
32,0.37942938715771857,32,1,5,0.0005077750186724901,0.0,0.4,5,4,other,punct,reviews-245928-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3544
33,0.2328641188113212,33,1,5,0.10789649946520877,0.0,1.0,3,4,other,punct,reviews-235190-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4470
34,0.4379218183424616,34,4,11,7.371634832069139e-05,0.54675,0.5454545454545454,10,4,other,conj,reviews-047891-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3338
35,0.0021440562574752686,35,4,3,0.012105687836119185,0.0,1.0,2,1,other,case,reviews-192399-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3382
36,0.7272614680543714,36,2,2,0.0,0.0,0.5,1,7,first_upper,det,reviews-101864-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2907
37,0.3880836538725632,37,5,6,0.0,-0.70536,0.5,5,4,all_upper,root,reviews-346563-0005,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4726
38,0.5121647784883634,38,1,3,0.0005077750186724901,0.0,0.3333333333333333,3,5,other,punct,reviews-042530-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5996
39,0.6595822317132372,39,4,4,0.0,0.0,0.5,1,6,first_upper,det,reviews-286172-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4493
40,0.7771218934471886,40,7,3,0.0006447610383881966,0.0,0.6666666666666666,2,7,other,root,reviews-283903-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2758
41,0.7600335102776152,41,5,8,1.4211108987171845e-05,0.25127,0.375,5,7,other,root,reviews-080814-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3128
42,0.8601711684328466,42,6,3,6.308825298241288e-05,0.0,0.3333333333333333,1,7,other,amod,reviews-145645-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2560
43,0.41165237355242795,43,1,4,0.0008727435102249534,0.0,0.5,1,4,other,nummod,reviews-374344-0007,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3811
44,0.452656437612446,44,9,3,0.0,0.0,0.6666666666666666,1,5,first_upper,root,reviews-087368-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5891
45,0.16722437677191127,45,3,5,0.0,0.0,0.8,1,3,first_upper,det,reviews-061721-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3898
46,0.16352069464793972,46,4,8,0.0,0.013569999999999999,0.75,1,3,first_upper,advmod,reviews-025516-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3081
47,0.14234700175185488,47,3,3,0.00040036020021094125,0.1587,0.6666666666666666,2,3,other,root,reviews-325741-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6194
48,0.3931613808852299,48,4,5,0.0,0.3242,0.4,4,4,first_upper,parataxis,reviews-046500-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3810
49,0.6530205622247511,49,4,9,0.0,0.0,0.3333333333333333,5,5,first_upper,obj,reviews-389298-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,7078
50,0.2358252706901767,50,8,5,0.0,0.18830999999999998,1.0,2,4,all_upper,nsubj,reviews-200566-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4187
51,0.4495268481469124,51,3,9,0.003350163116318411,0.0,0.4444444444444444,6,5,other,cc,reviews-363482-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6251
52,0.14786626062027294,52,4,1,0.0003700482071053247,0.74339,1.0,1,3,other,root,reviews-005265-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4323
53,0.4472466238619195,53,6,5,1.3908744966168189e-05,0.0,0.8,4,4,other,goeswith,reviews-341750-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2914
54,0.4889849497192027,54,4,5,0.0008231255743782534,0.013569999999999999,0.8,2,5,other,advmod,reviews-304759-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4223
55,0.21510043613590235,55,8,7,2.6471970038870106e-05,0.0,1.0,6,3,other,nmod,reviews-038523-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5368
56,0.8164636353082382,56,3,8,0.13394493310165798,0.0,0.25,5,3,other,det,reviews-314938-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6098
57,0.589981297903728,57,1,3,0.0,0.041280000000000004,0.3333333333333333,1,5,all_upper,det,reviews-357217-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4105
58,0.5185018527727268,58,1,6,0.0,-0.19821,0.6666666666666666,1,5,all_upper,nsubj,reviews-346563-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3376
59,0.5000805923142555,59,3,6,0.0002623612610248725,0.08388999999999999,0.6666666666666666,5,4,other,advmod,reviews-118668-0006,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3734
60,0.039145071431546885,60,1,3,0.0005077750186724901,0.0,1.0,3,2,other,punct,reviews-089136-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5563
61,0.091073665103389,61,5,7,4.317758219932212e-05,0.4332,1.0,3,3,other,root,reviews-126134-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,7244
62,0.8535848013079848,62,5,7,0.0,-0.09539,0.42857142857142855,1,7,first_upper,compound,reviews-118668-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3646
63,0.9149940436184768,63,2,9,0.009691568137822845,0.0,0.2222222222222222,1,7,other,nsubj,reviews-005265-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3267
64,0.5455375419119124,64,4,4,0.0,0.0,0.5,1,5,first_upper,det:predet,reviews-061721-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3774
65,0.99717160806765,65,10,4,0.0,0.21734,0.25,1,7,first_upper,advmod,reviews-251755-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3012
66,0.2859589189395537,66,4,4,0.0,0.36885999999999997,0.75,1,4,first_upper,root,reviews-139152-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3102
67,0.05570170169394362,67,4,2,0.0,0.0,1.0,1,2,first_upper,compound,reviews-395218-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3763
68,0.2396315316387649,68,5,6,0.0,0.0,0.6666666666666666,5,3,all_upper,parataxis,reviews-333628-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,8827
69,0.6259042668233237,69,4,10,0.0015662153923968391,0.0,0.6,2,5,other,amod,reviews-122564-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5018
70,0.8515818779055417,70,3,7,0.014458714883971737,0.0,0.14285714285714285,3,7,other,case,reviews-216281-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4013
71,0.6621243743377137,71,3,4,0.04855627529615195,0.0,0.75,2,6,other,cc,reviews-034320-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3229
72,0.9556970456887136,72,4,11,0.0009208647441676851,0.0,0.09090909090909093,10,7,other,nmod,reviews-307170-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4598
73,0.5315383698835172,73,10,6,1.133865078763711e-06,0.0,0.3333333333333333,2,5,other,root,reviews-335490-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4528
74,0.4157628185153341,74,5,4,0.0009044312596261367,0.21994,0.75,3,4,other,root,reviews-225861-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3884
75,0.7937633016877921,75,3,4,0.014458714883971737,0.0,0.25,2,7,other,case,reviews-001325-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3322
76,0.35611712993039824,76,1,3,0.0005077750186724901,0.0,1.0,3,4,other,punct,reviews-229100-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4323
77,0.14882939880343482,77,1,9,0.03635141206114357,0.041280000000000004,1.0,4,3,other,det,reviews-353891-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5996
78,0.6332958515531539,78,8,6,2.570094178531078e-07,0.0,0.8333333333333334,3,5,other,nsubj,reviews-264993-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4207
79,0.1605405326822682,79,4,2,0.0,0.29207,1.0,1,4,first_upper,root,reviews-045972-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2773
80,0.7820495452272751,80,6,3,0.0,0.29757,0.6666666666666666,1,7,first_upper,advmod,reviews-329807-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4000
81,0.9129910442232956,81,3,4,0.0,0.19879000000000002,0.25,3,7,first_upper,obj,reviews-193257-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3183
82,0.5166898049394719,82,1,3,0.09994524792307666,0.0,0.6666666666666666,3,5,other,punct,reviews-287360-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3822
83,0.4368613184802661,83,4,11,0.0,0.0,0.7272727272727273,1,4,first_upper,case,reviews-048644-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3378
84,0.27115001770357816,84,5,2,0.0,0.38500999999999996,1.0,2,4,first_upper,root,reviews-210153-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3996
85,0.9744988167510528,85,1,7,0.09994524792307666,0.0,0.14285714285714285,7,7,other,punct,reviews-166983-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3395
86,0.3694729284069982,86,4,10,0.0,0.013569999999999999,0.7,7,4,all_upper,advmod,reviews-138249-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4014
87,0.9979828854800256,87,3,10,0.0006554496065306757,0.0,0.1,8,7,other,det,reviews-086914-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4134
88,0.17242782345049168,88,1,6,0.09994524792307666,0.0,0.6666666666666666,6,3,other,punct,reviews-304759-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4161
89,0.1904335567355402,89,1,3,0.0005077750186724901,0.0,1.0,3,3,other,punct,reviews-181696-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2614
90,0.9123190312862556,90,3,7,0.000836580773312916,0.08628999999999999,0.2857142857142857,2,7,other,root,reviews-047891-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3676
91,0.04585778487205516,91,6,8,0.0002258961600918316,0.0323,1.0,4,2,other,advmod,reviews-153921-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4384
92,0.8150811344352131,92,3,5,0.13394493310165798,0.0,0.6,1,7,other,det,reviews-184290-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2947
93,0.07052660792085662,93,5,6,0.0009044312596261367,0.21994,1.0,5,3,other,obj,reviews-343336-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3168
94,0.8004496767307923,94,4,7,0.0012217169450663232,0.00472,0.42857142857142855,6,7,other,conj,reviews-187163-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3069
95,0.5628523083872763,95,9,8,1.5722929092190125e-05,0.19738,0.5,7,5,other,advmod,reviews-251755-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4047
96,0.3455681241237845,96,8,11,0.0,0.29083000000000003,0.8181818181818182,1,4,first_upper,amod,reviews-270889-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4242
97,0.2008376178937508,97,5,5,5.209732081892997e-05,0.0,0.8,4,3,other,compound,reviews-219984-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6375
98,0.2852779462990762,98,3,3,0.0,0.0,0.6666666666666666,1,4,first_upper,root,reviews-363428-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4090
99,0.7024729032816315,99,5,5,3.369847014085749e-05,0.23289,0.6,1,7,other,amod,reviews-283903-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,7505
100,0.6514364554633054,100,7,3,0.0006447610383881966,0.0,0.6666666666666666,3,6,other,root,reviews-299169-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3461
101,0.7917457811653785,101,4,9,0.0008231255743782534,0.013569999999999999,0.2222222222222222,5,7,other,advmod,reviews-028996-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3988
102,0.6164675301497919,102,4,3,0.0,0.74339,1.0,1,6,first_upper,amod,reviews-087368-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4189
103,0.8401684215136977,103,3,6,0.0,0.0,0.16666666666666666,6,7,other,punct,reviews-124492-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3617
104,0.6343062544308926,104,5,7,0.0,0.0,0.42857142857142855,1,6,first_upper,aux,reviews-325741-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3482
105,0.1701932565050157,105,1,11,0.09994524792307666,0.0,0.6363636363636364,11,3,other,punct,reviews-369608-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5150
106,0.7329336925614538,106,5,2,0.0,0.15754,0.5,1,5,first_upper,root,reviews-034320-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5379
107,0.5474991527389352,107,1,3,0.0005077750186724901,0.0,1.0,3,5,other,punct,reviews-038523-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2912
108,0.3371909983168844,108,3,7,0.014458714883971737,0.0,0.5714285714285714,3,4,other,case,reviews-392826-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2755
109,0.3670871026873544,109,1,6,0.03635141206114357,0.041280000000000004,0.6666666666666666,4,4,other,det,reviews-275595-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2833
110,0.5843064482952209,110,1,3,0.09994524792307666,0.0,0.3333333333333333,3,5,other,punct,reviews-058878-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4546
111,0.8264930867775699,111,6,3,0.0,0.29757,0.3333333333333333,1,7,first_upper,advmod,reviews-374344-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4188
112,0.7835931631677513,112,3,2,0.0,-0.46292,0.5,1,7,first_upper,amod,reviews-343813-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2798
113,0.8674375697236048,113,4,2,0.0,0.44514,0.5,2,7,first_upper,vocative,reviews-216281-0007,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2661
114,0.6929369728834833,114,5,7,1.1913142427544055e-05,0.19805,0.42857142857142855,2,6,other,amod,reviews-081116-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3563
115,0.9323066170528072,115,5,2,0.0,0.64445,0.5,1,7,first_upper,amod,reviews-131965-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2945
116,0.1977069275362453,116,7,7,0.0,0.0,1.0,2,4,first_upper,flat,reviews-395218-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3195
117,0.5727633639125109,117,1,3,0.0005077750186724901,0.0,0.6666666666666666,3,5,other,punct,reviews-210875-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3339
118,0.7786114968452327,118,3,6,0.04855627529615195,0.0,0.16666666666666666,1,7,other,cc,reviews-354555-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,6586
119,0.9511432611423692,119,4,2,5.92028753125159e-05,-0.27603,1.0,1,7,other,amod,reviews-309258-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3157
120,0.7186510885013069,120,1,4,0.09994524792307666,0.0,0.5,4,7,other,punct,reviews-264993-0004,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4077
121,0.3156263277247031,121,8,4,0.0,0.0,0.5,4,4,first_upper,nmod,reviews-329807-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,4741
122,0.096256330206681,122,8,10,8.859265815407127e-06,0.0,0.9,9,3,other,nmod,reviews-034858-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3189
123,0.8070715651020284,123,6,2,6.42977090664275e-05,0.6351100000000001,1.0,2,7,other,root,reviews-255757-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,7739
124,0.2718844932788469,124,5,3,0.0,0.64445,1.0,1,4,first_upper,amod,reviews-192399-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,7239
125,0.4375254245109226,125,5,2,0.0009044312596261367,0.21994,1.0,2,4,other,root,reviews-302465-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3851
126,0.72804489406832,126,4,5,0.0006922321896857707,0.59491,0.4,3,6,other,case,reviews-214912-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3665
127,0.6741340680349097,127,6,2,0.0,0.0,0.5,1,6,first_upper,compound,reviews-226715-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,2851
128,0.937196756658624,128,3,8,0.014458714883971737,0.0,0.125,5,7,other,case,reviews-025516-0003,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3965
129,0.7105295870502093,129,10,3,3.830952146116325e-05,0.38068,0.6666666666666666,3,6,other,root,reviews-054269-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3067
130,0.2952240196898921,130,5,2,0.0,0.06732,0.5,2,4,other,root,reviews-171877-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,5170
131,0.10091031954672224,131,3,5,0.04855627529615195,0.0,1.0,3,3,other,cc,reviews-130647-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3593
132,0.21066028148690186,132,4,9,0.0032388931565890647,0.0,0.6666666666666666,2,4,other,aux,reviews-329807-0002,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3416
133,0.7384655071519868,133,7,4,0.0,0.0,0.25,2,7,all_upper,root,reviews-227515-0001,8cb2a64783a11131878e1cc3d8838ccd3fb7db330415ee0af6334dde3a603dc9,3624
